time,bybit_volume,bybit_min_price,bybit_max_price
2025-07-02T16:00:00Z,1634058.5,0.99,0.9989
2025-07-18T10:00:00Z,1107704.0,0.9951,0.9989
2025-09-12T19:00:00Z,554.91,0.9989,0.9989
2025-09-12T20:00:00Z,1414.55,0.9989,0.9989
2025-09-22T06:00:00Z,423036.68,0.9987,0.9989
2025-09-23T02:00:00Z,4395165.79,0.9988,0.9989
