block,tx_index,side,sender,exec_price,marginal_after,usdc_vol,tx_hash
22963581,0,sell USDC,0xba6d84cc,0.998235,0.799644,6663270.04,0xb09011d5ee2712caed69d63e067baf37b3c17bebc115c315ce9f7d45471e71d2
22963581,1,sell USDC,0xe592427a,0.799524,0.799564,141542.47,0x3a06e9c03d132c7706f8dd285af0e7d9a684769e87c5ed98b996510a9fa6e418
22963581,2,buy USDC,0xba6d84cc,0.998414,0.999544,6548739.73,0x49bb5a1b0750121bdae9ac5970d0aa7bc29292d912a22afaac61c96e967cba84
