time,ts_ms,price,volume
2025-09-23T02:00:00Z,1758594057303,0.9989,184.39
2025-09-23T02:00:00Z,1758594057318,0.9989,1376.83
2025-09-23T02:00:00Z,1758594057326,0.9989,15.94
2025-09-23T02:00:00Z,1758594057327,0.9989,15.95
2025-09-23T02:00:00Z,1758594057548,0.9989,2000.0
2025-09-23T02:00:00Z,1758594057750,0.9989,1031.7
2025-09-23T02:00:00Z,1758594057798,0.9989,2000.0
2025-09-23T02:00:00Z,1758594058092,0.9989,2000.0
2025-09-23T02:00:00Z,1758594058356,0.9989,29795.07
2025-09-23T02:00:00Z,1758594058364,0.9989,2000.0
2025-09-23T02:00:00Z,1758594058366,0.9989,184.39
2025-09-23T02:00:00Z,1758594058523,0.9989,1001.0
2025-09-23T02:00:00Z,1758594058615,0.9989,2000.0
2025-09-23T02:00:00Z,1758594058752,0.9989,86.71
2025-09-23T02:00:00Z,1758594058772,0.9989,86.73
2025-09-23T02:00:00Z,1758594058792,0.9989,86.71
2025-09-23T02:00:00Z,1758594058872,0.9989,2000.0
2025-09-23T02:00:00Z,1758594059253,0.9989,130.05
2025-09-23T02:00:00Z,1758594059274,0.9989,86.72
2025-09-23T02:00:00Z,1758594059353,0.9989,130.05
2025-09-23T02:00:00Z,1758594059374,0.9989,86.69
2025-09-23T02:00:00Z,1758594059379,0.9989,2000.0
2025-09-23T02:00:00Z,1758594059487,0.9988,238.56
2025-09-23T02:00:00Z,1758594059501,0.9989,112.6
2025-09-23T02:00:00Z,1758594059648,0.9989,2000.0
2025-09-23T02:00:00Z,1758594061120,0.9989,244.39
2025-09-23T02:00:00Z,1758594061394,0.9988,246.28
2025-09-23T02:00:00Z,1758594062786,0.9989,104.73
2025-09-23T02:00:00Z,1758594063628,0.9989,1814.1
2025-09-23T02:00:00Z,1758594064356,0.9989,29795.07
2025-09-23T02:00:00Z,1758594065713,0.9989,86.7
2025-09-23T02:00:00Z,1758594065853,0.9989,86.67
2025-09-23T02:00:00Z,1758594065872,0.9989,25091.75
2025-09-23T02:00:00Z,1758594065912,0.9989,86.67
2025-09-23T02:00:00Z,1758594067441,0.9988,244.39
2025-09-23T02:00:00Z,1758594067757,0.9989,245.81
2025-09-23T02:00:00Z,1758594067836,0.9989,84.23
2025-09-23T02:00:00Z,1758594068862,0.9989,25034.38
2025-09-23T02:00:00Z,1758594069173,0.9989,297.82
2025-09-23T02:00:00Z,1758594070189,0.9988,300.85
2025-09-23T02:00:00Z,1758594070269,0.9989,130.95
2025-09-23T02:00:00Z,1758594070440,0.9988,100.86
2025-09-23T02:00:00Z,1758594070553,0.9989,447.94
2025-09-23T02:00:00Z,1758594070564,0.9989,1201.25
2025-09-23T02:00:00Z,1758594070565,0.9988,33.33
2025-09-23T02:00:00Z,1758594070574,0.9988,32.08
2025-09-23T02:00:00Z,1758594070596,0.9988,48.97
2025-09-23T02:00:00Z,1758594070607,0.9988,100.97
2025-09-23T02:00:00Z,1758594070611,0.9988,101.05
2025-09-23T02:00:00Z,1758594070628,0.9988,101.04
2025-09-23T02:00:00Z,1758594070649,0.9988,24.49
2025-09-23T02:00:00Z,1758594070666,0.9988,258.65
2025-09-23T02:00:00Z,1758594070685,0.9988,275.56
2025-09-23T02:00:00Z,1758594070705,0.9988,251.06
2025-09-23T02:00:00Z,1758594070727,0.9988,251.06
2025-09-23T02:00:00Z,1758594070744,0.9988,251.07
2025-09-23T02:00:00Z,1758594070764,0.9988,24.49
2025-09-23T02:00:00Z,1758594070856,0.9989,444.45
2025-09-23T02:00:00Z,1758594070866,0.9988,12.23
2025-09-23T02:00:00Z,1758594070874,0.9988,6.11
2025-09-23T02:00:00Z,1758594071881,0.9989,24966.88
2025-09-23T02:00:00Z,1758594071889,0.9989,178.57
2025-09-23T02:00:00Z,1758594072781,0.9988,301.04
2025-09-23T02:00:00Z,1758594073075,0.9988,245.81
2025-09-23T02:00:00Z,1758594073086,0.9989,174.21
2025-09-23T02:00:00Z,1758594073569,0.9988,93.8
2025-09-23T02:00:00Z,1758594073589,0.9988,89.17
2025-09-23T02:00:00Z,1758594073634,0.9988,10.33
2025-09-23T02:00:00Z,1758594073709,0.9988,30.59
2025-09-23T02:00:00Z,1758594073768,0.9988,1113.67
2025-09-23T02:00:00Z,1758594074784,0.9989,168.94
2025-09-23T02:00:00Z,1758594074900,0.9989,25072.31
2025-09-23T02:00:00Z,1758594075913,0.9989,163.83
2025-09-23T02:00:00Z,1758594076776,0.9989,244.14
2025-09-23T02:00:00Z,1758594077339,0.9989,25003.49
2025-09-23T02:00:00Z,1758594077349,0.9989,158.87
2025-09-23T02:00:00Z,1758594077775,0.9989,1382.44
2025-09-23T02:00:00Z,1758594078773,0.9989,1382.45
2025-09-23T02:00:00Z,1758594078784,0.9989,154.06
2025-09-23T02:00:00Z,1758594079346,0.9989,1382.45
2025-09-23T02:00:00Z,1758594079780,0.9989,1382.46
2025-09-23T02:00:00Z,1758594080040,0.9989,112.74
2025-09-23T02:00:00Z,1758594080093,0.9989,1382.46
2025-09-23T02:00:00Z,1758594080625,0.9989,1382.46
2025-09-23T02:00:00Z,1758594081144,0.9989,1382.47
2025-09-23T02:00:00Z,1758594081674,0.9989,1382.47
2025-09-23T02:00:00Z,1758594081684,0.9989,109.33
2025-09-23T02:00:00Z,1758594081953,0.9989,129.92
2025-09-23T02:00:00Z,1758594082196,0.9989,1382.48
2025-09-23T02:00:00Z,1758594082732,0.9989,1382.48
2025-09-23T02:00:00Z,1758594082744,0.9989,106.02
2025-09-23T02:00:00Z,1758594083244,0.9989,1382.48
2025-09-23T02:00:00Z,1758594083782,0.9989,1382.49
2025-09-23T02:00:00Z,1758594083791,0.9989,102.81
2025-09-23T02:00:00Z,1758594083886,0.9989,24932.97
2025-09-23T02:00:00Z,1758594084320,0.9989,1382.49
2025-09-23T02:00:00Z,1758594084353,0.9989,86.61
2025-09-23T02:00:00Z,1758594084771,0.9989,1382.5
2025-09-23T02:00:00Z,1758594084988,0.9989,200000.0
2025-09-23T02:00:00Z,1758594085209,0.9989,245.57
2025-09-23T02:00:00Z,1758594085225,0.9988,244.14
2025-09-23T02:00:00Z,1758594085347,0.9989,1382.5
2025-09-23T02:00:00Z,1758594085787,0.9989,1382.5
2025-09-23T02:00:00Z,1758594086366,0.9989,1382.51
2025-09-23T02:00:00Z,1758594086785,0.9989,1382.51
2025-09-23T02:00:00Z,1758594086838,0.9989,25069.35
2025-09-23T02:00:00Z,1758594086944,0.9989,427.81
2025-09-23T02:00:00Z,1758594086953,0.9989,329.11
2025-09-23T02:00:00Z,1758594087070,0.9989,1382.52
2025-09-23T02:00:00Z,1758594087356,0.9989,1382.52
2025-09-23T02:00:00Z,1758594088193,0.9989,86.67
2025-09-23T02:00:00Z,1758594088229,0.9989,25096.17
2025-09-23T02:00:00Z,1758594088399,0.9989,1382.52
2025-09-23T02:00:00Z,1758594088444,0.9989,32.11
2025-09-23T02:00:00Z,1758594088533,0.9989,86.65
2025-09-23T02:00:00Z,1758594088552,0.9989,86.65
2025-09-23T02:00:00Z,1758594089514,0.9989,1382.53
2025-09-23T02:00:00Z,1758594089840,0.9989,25086.05
2025-09-23T02:00:00Z,1758594090512,0.9989,1382.53
2025-09-23T02:00:00Z,1758594090548,0.9989,24942.47
2025-09-23T02:00:00Z,1758594090782,0.9989,1382.54
2025-09-23T02:00:00Z,1758594090993,0.9989,86.66
2025-09-23T02:00:00Z,1758594091152,0.9989,37.63
2025-09-23T02:00:00Z,1758594091184,0.9989,1382.54
2025-09-23T02:00:00Z,1758594091607,0.9989,243.9
2025-09-23T02:00:00Z,1758594091734,0.9989,1382.54
2025-09-23T02:00:00Z,1758594092153,0.9989,310.17
2025-09-23T02:00:00Z,1758594092153,0.9989,520.6
2025-09-23T02:00:00Z,1758594092251,0.9989,650.15
2025-09-23T02:00:00Z,1758594092279,0.9989,200.45
2025-09-23T02:00:00Z,1758594092293,0.9989,1251.09
2025-09-23T02:00:00Z,1758594092455,0.9989,530.23
2025-09-23T02:00:00Z,1758594092727,0.9989,284.9
2025-09-23T02:00:00Z,1758594092766,0.9989,25040.53
2025-09-23T02:00:00Z,1758594092882,0.9989,715.99
2025-09-23T02:00:00Z,1758594092976,0.9989,736.71
2025-09-23T02:00:00Z,1758594093515,0.9989,1382.54
2025-09-23T02:00:00Z,1758594093782,0.9989,1382.54
2025-09-23T02:00:00Z,1758594094242,0.9989,1382.55
2025-09-23T02:00:00Z,1758594094513,0.9988,245.57
2025-09-23T02:00:00Z,1758594094789,0.9989,1382.55
2025-09-23T02:00:00Z,1758594094808,0.9989,24952.56
2025-09-23T02:00:00Z,1758594095262,0.9989,1382.55
2025-09-23T02:00:00Z,1758594095789,0.9989,1382.55
2025-09-23T02:00:00Z,1758594095841,0.9989,25066.92
2025-09-23T02:00:00Z,1758594095906,0.9988,243.9
2025-09-23T02:00:00Z,1758594096273,0.9989,287.02
2025-09-23T02:00:00Z,1758594096283,0.9989,1382.55
2025-09-23T02:00:00Z,1758594096432,0.9989,270.7
2025-09-23T02:00:00Z,1758594096785,0.9989,1382.56
2025-09-23T02:00:00Z,1758594097093,0.9989,1382.56
2025-09-23T02:00:00Z,1758594097171,0.9989,604.14
2025-09-23T02:00:00Z,1758594097202,0.9989,326.28
2025-09-23T02:00:00Z,1758594097230,0.9989,288.21
2025-09-23T02:00:00Z,1758594097354,0.9989,1382.56
2025-09-23T02:00:00Z,1758594097430,0.9989,293.21
2025-09-23T02:00:00Z,1758594097632,0.9989,1382.56
2025-09-23T02:00:00Z,1758594097655,0.9989,255.15
2025-09-23T02:00:00Z,1758594097662,0.9989,330.62
2025-09-23T02:00:00Z,1758594097909,0.9989,419.79
2025-09-23T02:00:00Z,1758594097926,0.9989,416.78
2025-09-23T02:00:00Z,1758594097950,0.9989,356.34
2025-09-23T02:00:00Z,1758594097954,0.9989,342.64
2025-09-23T02:00:00Z,1758594098038,0.9989,412.11
2025-09-23T02:00:00Z,1758594098071,0.9989,284.29
2025-09-23T02:00:00Z,1758594098090,0.9989,261.82
2025-09-23T02:00:00Z,1758594098099,0.9989,344.32
2025-09-23T02:00:00Z,1758594098110,0.9989,881.32
2025-09-23T02:00:00Z,1758594098140,0.9989,76.39
2025-09-23T02:00:00Z,1758594098144,0.9989,1382.56
2025-09-23T02:00:00Z,1758594098481,0.9989,478.15
2025-09-23T02:00:00Z,1758594098483,0.9989,696.18
2025-09-23T02:00:00Z,1758594098851,0.9989,24983.07
2025-09-23T02:00:00Z,1758594099513,0.9989,1382.57
2025-09-23T02:00:00Z,1758594100191,0.9989,243.66
2025-09-23T02:00:00Z,1758594100209,0.9989,245.32
2025-09-23T02:00:00Z,1758594100243,0.9989,1001.1
2025-09-23T02:00:00Z,1758594100257,0.9989,1382.57
2025-09-23T02:00:00Z,1758594100532,0.9989,64.64
2025-09-23T02:00:00Z,1758594100764,0.9989,1382.58
2025-09-23T02:00:00Z,1758594101308,0.9989,1382.58
2025-09-23T02:00:00Z,1758594101783,0.9989,1382.58
2025-09-23T02:00:00Z,1758594101844,0.9989,25047.21
2025-09-23T02:00:00Z,1758594102039,0.9989,278.55
2025-09-23T02:00:00Z,1758594102353,0.9989,1382.58
2025-09-23T02:00:00Z,1758594102792,0.9989,1382.58
2025-09-23T02:00:00Z,1758594103353,0.9989,1382.59
2025-09-23T02:00:00Z,1758594103784,0.9989,1382.59
2025-09-23T02:00:00Z,1758594104361,0.9989,1382.59
2025-09-23T02:00:00Z,1758594104790,0.9989,1382.59
2025-09-23T02:00:00Z,1758594104845,0.9989,24913.69
2025-09-23T02:00:00Z,1758594105133,0.9988,245.32
2025-09-23T02:00:00Z,1758594105527,0.9989,1382.59
2025-09-23T02:00:00Z,1758594106515,0.9989,1382.6
2025-09-23T02:00:00Z,1758594107197,0.9989,246.7
2025-09-23T02:00:00Z,1758594107539,0.9989,1382.6
2025-09-23T02:00:00Z,1758594107570,0.9989,24901.25
2025-09-23T02:00:00Z,1758594107805,0.9989,1382.61
2025-09-23T02:00:00Z,1758594108180,0.9989,269.3
2025-09-23T02:00:00Z,1758594108203,0.9989,1382.61
2025-09-23T02:00:00Z,1758594108596,0.9989,1382.61
2025-09-23T02:00:00Z,1758594109278,0.9989,1382.61
2025-09-23T02:00:00Z,1758594109552,0.9988,243.66
2025-09-23T02:00:00Z,1758594109616,0.9989,1382.61
2025-09-23T02:00:00Z,1758594110313,0.9989,1382.62
2025-09-23T02:00:00Z,1758594110634,0.9989,1382.62
2025-09-23T02:00:00Z,1758594110845,0.9989,25078.31
2025-09-23T02:00:00Z,1758594111788,0.9989,25093.92
2025-09-23T02:00:00Z,1758594111882,0.9989,1382.63
2025-09-23T02:00:00Z,1758594112368,0.9989,1382.63
2025-09-23T02:00:00Z,1758594112794,0.9989,1382.63
2025-09-23T02:00:00Z,1758594113366,0.9989,1382.63
2025-09-23T02:00:00Z,1758594113702,0.9989,1382.63
2025-09-23T02:00:00Z,1758594113845,0.9989,24966.77
2025-09-23T02:00:00Z,1758594114438,0.9989,245.07
2025-09-23T02:00:00Z,1758594114867,0.9989,100110.12
2025-09-23T02:00:00Z,1758594115004,0.9989,1382.64
2025-09-23T02:00:00Z,1758594115364,0.9989,1382.64
2025-09-23T02:00:00Z,1758594115751,0.9989,1382.65
2025-09-23T02:00:00Z,1758594116056,0.9989,1382.65
2025-09-23T02:00:00Z,1758594116085,0.9989,25105.08
2025-09-23T02:00:00Z,1758594116498,0.9988,246.7
2025-09-23T02:00:00Z,1758594116793,0.9989,1382.65
2025-09-23T02:00:00Z,1758594116851,0.9989,25007.23
2025-09-23T02:00:00Z,1758594117218,0.9989,1382.65
2025-09-23T02:00:00Z,1758594117543,0.9989,901.74
